,Rk,G,Date,Unnamed: 3,Opp,W/L,Tm,Opp.1,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Unnamed: 18,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 23,eFG%.1,TOV%.1,DRB%,FT/FGA.1
138,45,45,2015-01-30,,HOU,L,87,93,92.6,99.0,93.9,.256,.267,.434,49.0,43.8,8.5,9.3,,.394,9.9,26.9,.178,,.464,14.7,73.9,.179
139,46,46,2015-02-01,,MIA,L,75,83,82.8,91.6,90.6,.222,.235,.422,46.5,80.0,7.7,5.4,,.395,12.8,18.2,.136,,.442,15.6,76.2,.195
140,47,47,2015-02-03,@,NYK,W,108,97,122.7,110.2,88.0,.299,.312,.620,52.7,54.8,6.8,0.0,,.584,14.7,32.4,.234,,.536,12.9,70.0,.096
141,48,48,2015-02-04,,DEN,W,104,100,110.0,105.8,94.5,.172,.283,.488,51.5,67.5,10.6,5.4,,.465,10.9,35.8,.121,,.438,13.7,69.6,.375
142,49,49,2015-02-06,,PHI,W,107,96,111.4,100.0,96.0,.291,.314,.552,54.6,69.2,8.3,7.4,,.512,9.3,25.0,.221,,.513,15.5,79.2,.190
143,50,50,2015-02-07,@,MIL,L,93,96,103.2,106.5,90.1,.233,.337,.491,52.4,55.6,7.8,1.8,,.459,10.4,24.4,.163,,.547,12.6,84.6,.187
144,51,51,2015-02-11,,ATL,W,89,88,96.1,95.0,92.6,.215,.333,.437,56.0,70.0,7.6,8.2,,.376,8.9,29.1,.204,,.468,12.0,88.9,.192
145,52,52,2015-02-20,@,SAC,L,101,109,102.3,110.4,98.8,.260,.220,.453,41.2,60.0,14.2,4.9,,.430,9.0,32.2,.150,,.530,20.3,55.3,.253
146,53,53,2015-02-22,@,LAL,L,111,118,101.0,107.3,99.6,.276,.337,.505,51.1,64.3,8.2,7.6,,.469,12.7,24.5,.194,,.554,14.4,85.4,.298
147,54,54,2015-02-23,@,PHO,W,115,110,110.7,105.9,103.9,.337,.326,.563,45.7,66.7,12.5,1.5,,.517,12.8,20.5,.258,,.500,14.0,68.8,.134
148,55,55,2015-02-25,,NYK,W,115,94,119.3,97.5,96.4,.241,.373,.626,52.9,69.0,6.2,1.6,,.590,12.4,20.0,.205,,.427,12.0,80.9,.293
149,56,56,2015-02-27,,CHO,W,106,98,111.7,103.2,94.9,.156,.365,.517,49.5,60.0,8.4,8.2,,.490,7.2,25.9,.125,,.512,15.2,80.5,.171
150,57,57,2015-03-01,,GSW,L,101,106,104.2,109.4,96.9,.156,.284,.434,52.2,52.5,4.1,4.9,,.404,6.4,34.4,.119,,.484,8.9,72.2,.147
151,58,58,2015-03-03,@,CLE,L,79,110,85.0,118.3,93.0,.148,.318,.421,44.7,74.2,4.3,4.9,,.392,13.0,21.6,.114,,.539,10.4,72.1,.157
152,59,59,2015-03-04,,UTA,W,85,84,100.5,99.3,84.6,.227,.307,.439,43.3,63.6,5.9,5.4,,.420,3.0,23.1,.125,,.473,13.4,71.1,.173
153,60,60,2015-03-06,@,NOP,W,104,98,111.7,105.3,93.1,.316,.291,.578,45.1,52.8,8.6,1.7,,.519,10.9,16.3,.278,,.525,17.2,76.9,.175
154,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
155,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
156,61,61,2015-03-08,@,ORL,L,98,103,105.9,111.3,92.6,.180,.382,.510,46.2,68.6,9.7,4.6,,.478,12.7,32.1,.146,,.477,13.0,62.5,.230
157,62,62,2015-03-09,@,MIA,W,100,90,115.9,104.3,86.3,.195,.287,.529,57.3,43.6,8.1,3.8,,.483,8.7,37.2,.184,,.449,13.4,84.4,.406
158,63,63,2015-03-11,,MEM,W,95,92,102.8,99.6,92.4,.200,.318,.514,46.8,75.7,11.9,7.6,,.482,14.7,27.9,.153,,.506,20.1,70.6,.167
159,64,64,2015-03-13,,ORL,W,95,88,95.4,88.3,99.6,.233,.302,.501,48.5,51.4,7.0,6.7,,.488,14.4,20.0,.128,,.463,17.1,78.7,.175
160,65,65,2015-03-14,@,IND,W,93,89,100.0,95.7,93.0,.253,.337,.504,52.8,80.0,7.5,6.6,,.470,10.7,21.4,.181,,.453,13.3,80.9,.141
161,66,66,2015-03-16,,PHI,W,108,89,109.3,90.1,98.8,.170,.227,.571,51.2,61.4,7.1,5.0,,.545,10.4,13.9,.136,,.452,14.5,80.4,.155
162,67,67,2015-03-18,@,OKC,L,118,122,116.0,119.9,101.7,.333,.405,.613,45.9,72.7,9.8,7.2,,.601,17.2,28.2,.202,,.506,13.2,60.9,.375
163,68,68,2015-03-20,@,SAS,L,89,101,93.3,105.8,95.4,.227,.227,.460,51.1,54.3,10.5,3.4,,.426,13.4,26.9,.159,,.500,12.5,82.5,.247
164,69,69,2015-03-22,,DET,L,97,105,93.3,101.0,94.2,.162,.257,.431,51.3,63.2,6.7,7.9,,.400,10.4,28.6,.124,,.489,12.0,78.8,.202
165,70,70,2015-03-23,@,BRK,W,110,91,115.0,95.2,95.6,.152,.239,.560,49.5,53.2,7.3,5.6,,.543,8.4,20.0,.109,,.365,9.7,70.9,.292
166,71,71,2015-03-25,,MIA,L,86,93,94.5,102.2,91.0,.536,.275,.504,53.1,57.1,8.8,7.5,,.442,15.8,25.0,.362,,.500,15.5,80.5,.208
167,72,72,2015-03-27,@,NYK,W,96,92,103.6,99.3,92.7,.623,.290,.546,55.0,62.1,6.5,1.6,,.449,15.4,25.0,.493,,.477,11.4,79.5,.103
168,73,73,2015-03-29,,LAC,L,106,119,106.0,119.0,100.0,.247,.333,.514,43.0,74.4,8.0,1.9,,.462,8.8,18.4,.215,,.565,10.6,70.5,.286
169,74,74,2015-03-30,@,CHO,W,116,104,128.0,114.8,90.6,.258,.292,.585,51.2,62.2,7.7,1.7,,.556,6.6,30.2,.191,,.512,9.7,74.4,.200
170,75,75,2015-04-01,,IND,W,100,87,106.6,92.8,93.8,.209,.314,.532,54.1,74.4,9.6,3.0,,.488,9.6,18.4,.186,,.457,11.6,83.0,.160
171,76,76,2015-04-03,,MIL,L,101,110,100.6,109.6,100.4,.182,.273,.531,47.7,48.7,7.0,3.3,,.489,14.4,20.0,.170,,.582,16.2,78.0,.129
172,77,77,2015-04-04,@,TOR,W,117,116,110.5,109.5,95.9,.227,.268,.548,48.9,55.3,9.4,6.7,,.526,12.3,24.5,.155,,.518,13.8,78.0,.361
173,78,78,2015-04-08,@,DET,W,113,103,120.4,109.7,93.9,.425,.350,.595,47.4,55.6,12.8,3.0,,.500,10.4,25.0,.413,,.577,17.7,71.1,.071
174,79,79,2015-04-10,@,CLE,W,99,90,105.8,96.2,93.5,.250,.262,.531,50.6,78.9,11.8,4.7,,.500,13.1,26.8,.179,,.474,18.5,72.7,.221
175,80,80,2015-04-12,,CLE,W,117,78,122.5,81.7,95.5,.262,.286,.624,46.3,63.0,20.9,1.8,,.607,7.0,15.4,.179,,.411,21.6,74.4,.165
176,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
177,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
178,81,81,2015-04-14,,TOR,W,95,93,97.1,95.1,97.8,.152,.273,.450,53.8,63.2,7.2,10.7,,.414,11.7,32.1,.131,,.494,16.9,82.5,.175
179,82,82,2015-04-15,@,MIL,W,105,100,109.4,104.2,96.0,.165,.353,.576,44.2,88.1,9.4,7.4,,.571,14.9,20.0,.094,,.500,15.0,65.2,.124
180,1,1,2014-10-29,@,BOS,L,105,121,105.7,121.8,99.3,.325,.238,.574,52.7,51.3,6.0,10.6,,.531,17.9,25.7,.250,,.602,10.9,76.9,.170
181,2,2,2014-11-01,@,DET,W,102,90,117.6,103.7,86.8,.149,.299,.550,53.9,42.9,3.5,5.1,,.523,7.9,27.9,.126,,.428,7.1,78.3,.329
182,3,3,2014-11-03,,OKC,W,116,85,128.8,94.4,90.1,.226,.274,.628,48.8,56.8,12.2,5.1,,.589,8.0,23.7,.202,,.439,15.7,68.8,.159
183,4,4,2014-11-05,,MIN,L,91,98,94.0,101.2,96.8,.207,.256,.508,45.2,47.2,6.2,6.8,,.488,16.7,15.6,.134,,.450,9.9,72.9,.189
184,5,5,2014-11-07,,NYK,W,110,99,117.0,105.3,94.0,.351,.324,.644,49.4,47.4,6.4,8.5,,.608,15.8,20.0,.270,,.456,12.4,70.0,.189
185,6,6,2014-11-09,,ORL,W,104,96,113.6,104.8,91.6,.277,.169,.558,59.2,57.5,10.9,8.3,,.506,13.1,35.0,.241,,.573,17.2,86.1,.133
186,7,7,2014-11-12,@,PHO,L,104,112,105.6,113.8,98.5,.432,.284,.590,45.7,48.6,9.1,7.0,,.534,17.7,20.0,.338,,.531,17.6,70.7,.321
187,8,8,2014-11-13,@,GSW,L,99,107,103.0,111.3,96.1,.225,.180,.506,47.7,48.7,5.2,3.6,,.455,10.9,18.4,.202,,.517,9.2,70.8,.156
188,9,9,2014-11-15,@,POR,L,87,97,97.6,108.8,89.2,.191,.213,.451,47.8,42.9,7.9,3.8,,.399,8.5,26.1,.180,,.494,13.5,70.5,.256
189,10,10,2014-11-17,,MIA,L,83,95,100.7,115.3,82.4,.371,.329,.510,46.1,62.1,12.1,11.1,,.479,12.8,26.2,.229,,.493,14.3,70.6,.333
190,11,11,2014-11-19,,MIL,L,118,122,104.6,108.1,86.0,.315,.337,.563,49.0,59.1,6.2,7.1,,.527,16.0,22.2,.228,,.468,9.8,70.9,.194
191,12,12,2014-11-21,@,OKC,W,94,92,107.4,105.2,87.5,.448,.224,.586,51.4,54.8,2.3,9.2,,.500,18.3,30.3,.403,,.471,12.2,68.3,.141
192,13,13,2014-11-22,@,SAS,L,87,99,95.4,108.6,91.2,.110,.297,.456,47.8,70.6,5.5,8.6,,.423,10.3,23.6,.110,,.570,14.3,83.8,.114
193,14,14,2014-11-26,@,PHI,W,99,91,99.6,91.5,99.4,.394,.338,.594,48.8,71.4,10.1,11.5,,.549,22.4,12.1,.296,,.453,17.8,73.5,.165
194,15,15,2014-11-30,,CHI,L,84,102,87.8,106.6,95.7,.279,.163,.435,40.5,50.0,9.4,0.0,,.384,9.4,14.0,.209,,.543,18.5,79.4,.391
195,16,16,2014-12-02,@,NYK,W,98,93,113.6,107.8,86.3,.225,.191,.501,55.1,56.4,8.1,9.4,,.472,12.5,43.8,.157,,.500,13.8,68.3,.148
196,17,17,2014-12-03,,SAS,W,95,93,99.6,97.5,86.4,.200,.211,.485,48.2,54.1,2.1,2.9,,.461,9.3,18.4,.133,,.416,7.0,71.4,.089
197,18,18,2014-12-05,,ATL,L,75,98,79.3,103.6,94.6,.238,.225,.424,52.6,53.3,4.2,4.3,,.394,16.1,18.4,.150,,.512,9.8,87.5,.185
198,19,19,2014-12-08,,CLE,L,88,110,98.7,123.4,89.2,.235,.235,.492,37.5,69.4,6.7,3.1,,.469,11.8,22.2,.148,,.528,11.5,53.5,.167
199,20,20,2014-12-10,@,CHI,L,80,105,87.2,114.5,91.7,.273,.159,.406,43.6,55.2,9.8,8.8,,.347,10.0,26.3,.216,,.519,13.9,65.9,.291
200,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
201,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
202,21,21,2014-12-12,,PHI,W,88,70,99.0,78.8,88.9,.210,.247,.497,56.0,69.4,18.0,12.2,,.475,16.1,32.5,.136,,.399,22.8,77.3,.217
203,22,22,2014-12-13,@,CHO,W,114,87,130.5,99.6,87.4,.278,.319,.705,55.8,69.0,4.6,7.0,,.694,13.9,13.8,.194,,.443,6.2,81.3,.215
204,23,23,2014-12-16,,MIA,L,91,95,97.8,102.1,93.0,.416,.364,.500,47.4,83.3,9.7,4.2,,.442,15.7,24.4,.299,,.521,17.7,78.8,.278
205,24,24,2014-12-17,@,TOR,L,89,105,103.1,121.7,86.3,.272,.333,.491,50.6,57.1,3.5,13.3,,.488,12.5,31.1,.123,,.575,9.2,72.5,.163
206,25,25,2014-12-19,@,CLE,L,91,95,97.7,102.0,93.2,.154,.308,.546,45.7,62.2,8.6,15.1,,.532,16.1,10.8,.103,,.461,15.1,75.0,.312
207,26,26,2014-12-21,,DET,W,110,105,112.9,107.8,97.4,.382,.263,.620,42.5,72.5,9.2,6.3,,.579,14.5,8.6,.289,,.489,11.3,65.4,.176
208,27,27,2014-12-23,,DEN,W,102,96,110.3,103.8,92.5,.154,.253,.525,43.3,48.8,10.8,5.3,,.505,8.5,24.5,.110,,.482,16.4,65.9,.207
209,28,28,2014-12-26,@,BOS,W,109,107,111.7,109.6,97.6,.337,.253,.572,53.8,46.3,9.2,4.8,,.536,13.6,28.9,.241,,.569,13.2,85.7,.092
210,29,29,2014-12-27,,IND,L,85,110,88.8,114.9,95.7,.351,.325,.478,43.8,53.6,2.1,5.9,,.409,14.4,11.6,.286,,.564,9.6,81.1,.151
211,30,30,2014-12-29,,SAC,W,107,99,116.8,108.1,91.6,.488,.263,.551,47.6,55.6,13.1,5.4,,.500,8.5,29.8,.338,,.546,19.8,70.3,.211
212,31,31,2014-12-30,@,CHI,W,96,82,107.2,91.5,89.6,.253,.169,.520,48.9,58.3,10.0,8.2,,.470,9.8,22.2,.217,,.430,11.5,73.5,.093
213,32,32,2015-01-02,@,ORL,W,100,98,102.4,100.4,97.6,.250,.278,.626,54.9,63.4,7.2,7.6,,.618,21.6,12.1,.153,,.483,10.2,83.7,.148
214,33,33,2015-01-04,@,MIA,L,84,88,97.0,101.6,86.6,.151,.279,.458,47.5,52.9,10.4,11.3,,.436,10.7,22.7,.105,,.500,15.0,77.8,.313
215,34,34,2015-01-05,,DAL,L,88,96,90.0,98.1,88.6,.274,.298,.467,50.5,60.6,5.1,10.4,,.411,12.9,15.9,.226,,.447,8.9,76.3,.128
216,35,35,2015-01-07,,BOS,L,81,89,91.5,100.5,88.5,.351,.189,.474,54.9,60.0,3.4,8.6,,.426,16.6,26.8,.243,,.426,5.9,78.0,.159
217,36,36,2015-01-09,,PHI,L,88,90,98.7,100.9,89.2,.370,.219,.518,52.5,63.6,9.0,4.8,,.473,16.7,25.0,.260,,.506,13.9,75.0,.127
218,37,37,2015-01-10,@,DET,L,93,98,100.8,106.2,92.3,.114,.352,.503,51.1,67.6,6.5,4.3,,.472,12.3,20.5,.114,,.494,9.9,80.4,.238
219,38,38,2015-01-12,,HOU,L,99,113,105.0,119.9,94.3,.214,.250,.539,49.4,46.2,7.4,8.7,,.494,14.8,26.8,.190,,.570,12.9,71.4,.174
220,39,39,2015-01-14,,MEM,L,92,103,102.9,115.2,89.4,.160,.347,.573,46.8,52.8,5.6,1.5,,.547,18.3,18.2,.133,,.488,8.6,68.2,.265
221,40,40,2015-01-16,@,WAS,W,102,80,111.8,87.7,91.2,.383,.148,.539,51.3,48.6,13.2,7.1,,.481,9.6,21.6,.296,,.452,19.2,79.5,.192
222,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
223,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
224,41,41,2015-01-17,,WAS,L,90,99,102.1,112.4,88.1,.220,.207,.500,44.9,47.2,6.8,0.0,,.463,10.0,23.4,.171,,.552,12.8,69.0,.182
225,42,42,2015-01-21,@,SAC,W,103,100,108.0,104.9,95.4,.380,.253,.559,50.6,59.5,7.3,9.1,,.500,13.2,23.8,.304,,.494,12.9,76.7,.202
226,43,43,2015-01-22,@,LAC,L,84,123,88.7,129.9,94.7,.284,.239,.424,45.5,51.5,11.6,5.2,,.398,10.8,27.8,.159,,.657,13.2,73.5,.169
227,44,44,2015-01-24,@,UTA,L,73,108,80.9,119.7,90.2,.213,.200,.445,40.3,58.6,11.1,18.0,,.420,17.2,17.8,.133,,.614,15.0,77.8,.139
228,45,45,2015-01-28,@,ATL,L,102,113,113.5,125.7,89.9,.207,.276,.537,43.8,66.7,6.7,10.2,,.500,7.8,21.4,.172,,.537,10.5,68.4,.305
229,46,46,2015-01-30,,TOR,L,122,127,118.3,123.2,93.4,.257,.188,.543,52.6,38.8,6.8,6.1,,.505,5.9,28.0,.198,,.549,7.9,80.0,.283
230,47,47,2015-02-02,,LAC,W,102,100,105.9,103.9,96.3,.217,.325,.561,46.4,51.2,4.2,0.0,,.566,15.0,21.3,.096,,.517,10.7,70.0,.090
231,48,48,2015-02-04,@,TOR,W,109,93,127.5,108.8,85.5,.284,.235,.598,50.6,60.0,8.2,2.2,,.549,8.1,25.6,.247,,.506,9.4,76.3,.165
232,49,49,2015-02-06,,NYK,W,92,88,107.2,102.6,85.8,.297,.149,.550,54.0,62.2,1.2,15.4,,.520,14.3,27.0,.203,,.416,4.9,74.0,.157
233,50,50,2015-02-07,@,WAS,L,77,114,84.7,125.4,90.9,.403,.234,.425,42.7,65.4,8.8,6.0,,.364,14.2,27.1,.273,,.557,12.6,61.0,.195
234,51,51,2015-02-09,@,MIL,L,97,103,107.6,114.2,90.2,.250,.329,.575,46.3,65.8,3.3,11.3,,.559,15.1,21.1,.158,,.455,8.3,68.2,.247
235,52,52,2015-02-10,@,MEM,L,86,95,94.0,103.8,91.5,.210,.148,.486,50.5,40.0,7.6,8.1,,.451,18.4,29.8,.160,,.481,11.5,72.7,.210
236,53,53,2015-02-20,@,LAL,W,114,105,119.8,110.3,95.2,.270,.236,.573,50.0,69.0,7.4,3.0,,.528,9.9,28.9,.225,,.483,8.9,70.2,.213
237,54,54,2015-02-23,@,DEN,W,110,82,116.0,86.5,94.8,.250,.228,.539,53.8,48.8,7.4,13.4,,.489,8.9,31.8,.217,,.367,11.1,69.4,.138
238,55,55,2015-02-25,@,NOP,L,96,102,98.5,104.7,97.5,.163,.228,.487,46.3,33.3,6.2,12.2,,.462,10.8,17.8,.120,,.588,19.5,82.9,.203
239,56,56,2015-02-27,@,HOU,L,98,102,103.3,107.5,94.9,.235,.200,.522,51.8,44.7,8.4,7.7,,.471,14.6,26.7,.212,,.518,12.4,80.0,.179
240,57,57,2015-02-28,@,DAL,W,104,94,115.1,104.1,90.3,.299,.299,.597,56.5,50.0,5.5,7.4,,.584,13.8,29.3,.182,,.482,11.8,81.8,.183
241,58,58,2015-03-02,,GSW,W,110,108,116.6,114.5,94.4,.180,.236,.573,43.2,45.5,7.4,1.7,,.551,11.9,25.0,.135,,.528,13.3,61.4,.144
242,59,59,2015-03-04,,CHO,L,91,115,98.2,124.1,92.7,.273,.182,.462,43.7,42.9,6.5,1.5,,.415,8.4,24.5,.205,,.541,10.2,68.4,.271
243,60,60,2015-03-06,,PHO,L,100,108,93.4,100.8,97.0,.299,.227,.456,52.8,61.8,4.7,1.5,,.392,15.4,31.6,.247,,.445,12.4,76.5,.297
244,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
245,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
246,61,61,2015-03-08,,UTA,L,88,95,103.9,112.2,84.7,.145,.197,.544,41.1,55.3,10.6,4.0,,.553,14.8,18.4,.053,,.542,16.5,65.7,.236
247,62,62,2015-03-10,,NOP,L,91,111,99.5,121.4,91.5,.274,.190,.483,50.0,54.3,5.5,7.6,,.452,11.3,26.7,.179,,.586,9.8,78.4,.103
248,63,63,2015-03-11,@,MIA,L,98,104,104.0,110.3,94.3,.534,.233,.543,53.0,46.9,8.5,3.3,,.479,18.9,33.3,.384,,.494,9.3,73.2,.296
249,64,64,2015-03-14,@,PHI,W,94,87,92.8,85.9,101.3,.310,.202,.492,48.4,54.1,8.9,8.8,,.452,14.4,16.3,.214,,.415,13.8,76.0,.096
250,65,65,2015-03-16,@,MIN,W,122,106,127.3,110.6,95.9,.189,.144,.626,54.4,40.4,8.3,2.7,,.606,12.6,36.1,.144,,.517,14.4,69.8,.170
251,66,66,2015-03-18,@,CLE,L,92,117,103.1,131.1,89.3,.263,.250,.515,42.7,63.9,7.8,9.4,,.481,11.0,20.0,.188,,.640,10.8,68.6,.146
252,67,67,2015-03-20,,MIL,W,129,127,111.1,109.4,88.4,.318,.234,.529,39.6,67.4,7.8,6.2,,.481,11.0,27.1,.243,,.411,10.7,49.3,.163
253,68,68,2015-03-21,@,IND,W,123,111,132.1,119.2,93.1,.413,.160,.694,47.3,45.7,4.3,6.0,,.653,8.3,9.7,.333,,.544,8.4,74.4,.144
254,69,69,2015-03-23,,BOS,L,91,110,95.2,115.0,95.6,.337,.191,.445,50.5,46.9,7.3,7.1,,.365,9.7,29.1,.292,,.543,8.4,80.0,.109
255,70,70,2015-03-25,@,CHO,W,91,88,92.5,89.4,98.4,.121,.154,.475,47.4,71.8,6.1,10.1,,.445,8.6,10.9,.110,,.412,9.9,80.4,.143
256,71,71,2015-03-27,,CLE,W,106,98,108.3,100.2,97.8,.221,.267,.562,53.5,52.5,6.1,2.0,,.517,13.7,22.7,.198,,.506,15.1,85.7,.198
257,72,72,2015-03-29,,LAL,W,107,99,111.3,103.0,96.2,.241,.322,.556,50.0,69.0,11.4,8.2,,.529,7.7,15.0,.172,,.495,10.3,80.4,.099
258,73,73,2015-03-31,,IND,W,111,106,119.5,114.1,92.9,.350,.225,.601,52.6,62.5,5.4,5.1,,.556,7.0,16.2,.275,,.524,9.8,85.4,.244
259,74,74,2015-04-01,@,NYK,W,100,98,113.7,111.4,88.0,.148,.198,.580,48.1,58.5,9.1,12.1,,.562,10.4,18.9,.111,,.525,12.9,75.0,.160
260,75,75,2015-04-03,,TOR,W,114,109,128.1,122.5,89.0,.261,.182,.581,50.6,45.7,11.2,1.8,,.551,7.5,38.6,.193,,.561,13.2,64.9,.207
261,76,76,2015-04-04,@,ATL,L,99,131,105.0,138.9,94.3,.213,.288,.566,53.4,56.4,7.4,4.1,,.550,19.4,30.8,.138,,.701,11.7,79.4,.195
262,77,77,2015-04-06,,POR,W,106,96,115.4,104.5,91.8,.253,.154,.524,47.9,61.0,6.5,8.2,,.484,5.6,23.5,.198,,.511,11.7,75.6,.080
263,78,78,2015-04-08,,ATL,L,111,114,117.1,120.2,94.8,.287,.299,.566,54.0,65.9,7.4,6.9,,.511,10.9,31.8,.253,,.564,10.2,76.7,.198
264,79,79,2015-04-10,,WAS,W,117,80,130.8,89.4,89.4,.258,.225,.590,46.8,64.4,11.2,1.5,,.573,5.7,26.7,.169,,.421,16.0,65.3,.134
265,80,80,2015-04-12,@,MIL,L,73,96,75.8,99.7,96.3,.265,.217,.394,51.0,63.0,9.3,7.9,,.343,18.5,28.6,.193,,.530,16.1,82.5,.096
266,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
267,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
268,81,81,2015-04-13,,CHI,L,86,113,94.3,124.0,91.2,.253,.138,.445,47.7,37.5,2.2,5.2,,.385,9.4,24.5,.218,,.568,6.8,76.9,.148
269,82,82,2015-04-15,,ORL,W,101,88,109.6,95.5,92.2,.288,.300,.560,48.8,64.1,8.7,8.5,,.544,11.8,17.9,.175,,.525,16.7,76.7,.063
270,1,1,2014-10-29,,MIL,W,108,106,106.8,104.8,91.6,.287,.208,.475,58.8,65.9,7.9,13.6,,.436,8.1,31.9,.198,,.531,13.4,92.1,.263
271,2,2,2014-11-01,,MEM,L,69,71,74.1,76.3,93.1,.250,.194,.432,49.4,65.4,10.7,5.8,,.389,20.0,12.2,.181,,.381,17.4,81.3,.125
272,3,3,2014-11-02,@,NYK,L,93,96,107.8,111.3,86.3,.414,.214,.562,52.1,60.6,8.1,3.2,,.514,12.7,22.9,.300,,.551,12.3,78.9,.128
273,4,4,2014-11-04,@,NOP,L,91,100,102.1,112.2,89.1,.163,.263,.531,42.0,62.2,6.7,1.6,,.500,12.3,14.3,.138,,.500,11.8,71.8,.235
274,5,5,2014-11-05,,MIA,W,96,89,106.3,98.6,90.3,.354,.220,.507,57.6,65.7,4.4,16.4,,.457,11.2,30.2,.256,,.416,8.1,85.7,.325
275,6,6,2014-11-07,,ATL,W,122,119,107.3,104.6,94.1,.278,.216,.560,57.3,64.6,5.3,11.7,,.526,14.9,26.2,.206,,.532,15.4,85.1,.215
276,7,7,2014-11-09,@,LAL,L,92,107,102.6,119.3,89.7,.342,.177,.506,50.6,42.9,5.6,0.0,,.462,10.8,28.6,.241,,.549,10.7,77.1,.207
277,8,8,2014-11-11,@,POR,L,100,102,107.8,110.0,92.8,.360,.213,.576,44.2,45.7,5.4,4.4,,.513,13.0,15.4,.307,,.473,10.7,68.1,.151
278,9,9,2014-11-14,@,PHO,W,103,95,115.4,106.4,89.3,.209,.176,.518,50.5,53.8,5.6,5.3,,.467,6.6,29.2,.198,,.477,10.7,74.4,.151
279,10,10,2014-11-15,@,GSW,L,87,112,91.1,117.3,95.5,.333,.202,.452,44.6,43.8,5.2,3.3,,.423,11.1,20.0,.190,,.580,13.1,73.8,.126
280,11,11,2014-11-17,,DAL,L,80,107,91.7,122.7,87.2,.163,.275,.467,41.2,68.8,1.1,5.4,,.463,11.4,14.9,.075,,.571,7.1,73.7,.131
281,12,12,2014-11-19,@,IND,L,86,88,103.3,105.7,83.3,.140,.163,.471,44.6,48.6,7.2,9.5,,.459,5.2,24.5,.081,,.462,11.0,67.4,.205
282,13,13,2014-11-21,,ORL,L,100,105,105.9,111.2,94.5,.165,.220,.512,51.1,52.4,4.2,10.6,,.500,6.7,21.3,.099,,.500,7.7,85.4,.280
283,14,14,2014-11-23,@,MIA,L,93,94,105.3,106.4,88.3,.203,.266,.540,47.8,48.6,10.2,2.3,,.513,11.3,13.2,.152,,.583,17.7,90.3,.258
